PlayerA_name,PlayerB_name,Year,Day,best_of,draw_size,round,minutes,PlayerA_id,PlayerB_id,PlayerA_FR,PlayerB_FR,PlayerA_righthanded,PlayerB_righthanded,PlayerA_height,PlayerA_age,PlayerA_rank,PlayerA_rank_points,PlayerA_ace,PlayerA_df,PlayerA_svpt,PlayerA_1stIn,PlayerA_1stWon,PlayerA_2ndWon,PlayerA_SvGms,PlayerA_bpSaved,PlayerA_bpFaced,PlayerB_height,PlayerB_age,PlayerB_rank,PlayerB_rank_points,PlayerB_ace,PlayerB_df,PlayerB_svpt,PlayerB_1stIn,PlayerB_1stWon,PlayerB_2ndWon,PlayerB_SvGms,PlayerB_bpSaved,PlayerB_bpFaced,PlayerA Win,surface_Carpet,surface_Clay,surface_Grass,surface_Hard
Filip Krajinovic,Nicolas Mahut,2019,4,0,28,0,97,0,0,0,0,1,1,0,26.554415000000002,0,0,7,3,86,56,44,16,11,3,3,0,36.079398,0,0,10,2,74,48,37,14,11,3,4,1,0,1,0,0
Viktor Troicki,Nicolas Mahut,2019,7,0,28,0,60,0,0,0,0,1,1,0,32.33128,0,0,4,1,51,39,31,7,9,1,1,0,36.079398,0,0,2,0,50,33,22,8,9,2,5,1,0,0,0,1
Filip Krajinovic,Ricardas Berankis,2019,25,0,28,0,94,0,0,0,0,1,1,0,26.554415000000002,0,0,1,6,69,31,14,16,10,1,7,0,28.106776,0,0,5,2,75,44,28,13,11,3,7,1,0,1,0,0
Gael Monfils,Ricardas Berankis,2019,18,0,32,0,115,0,0,0,0,1,1,0,31.986310999999997,0,0,7,2,78,46,34,17,14,0,3,0,28.106776,0,0,2,6,97,58,27,20,13,6,13,1,0,0,0,1
Nicolas Mahut,Ricardas Berankis,2019,4,0,28,0,65,0,0,0,0,1,1,0,36.079398,0,0,1,3,58,31,18,13,8,4,7,0,28.106776,0,0,8,1,49,33,29,10,9,4,4,1,0,1,0,0
Tomas Berdych,Filip Krajinovic,2019,4,0,28,0,162,0,0,0,0,1,1,0,32.750171,0,0,13,3,127,65,48,36,18,2,4,0,26.554415000000002,0,0,12,6,107,70,55,17,18,1,4,1,0,1,0,0
Rafael Nadal,Filip Krajinovic,2019,25,0,28,0,86,0,0,0,0,0,1,0,32.232717,0,0,4,0,54,37,26,6,9,1,4,0,26.554415000000002,0,0,7,0,52,29,20,19,10,0,1,1,0,1,0,0
Roger Federer,Filip Krajinovic,2019,7,0,96,0,90,0,0,0,0,1,1,0,37.051334999999995,0,0,2,3,82,54,34,12,10,7,10,0,26.554415000000002,0,0,14,1,59,43,32,9,11,1,2,1,0,0,0,1
Tomas Berdych,Matthias Bachinger,2019,4,0,28,0,132,0,0,0,0,1,1,0,32.750171,0,0,11,8,112,55,41,26,15,7,11,0,26.017796,0,0,3,3,97,56,40,13,15,5,11,1,0,1,0,0
David Goffin,Pablo Andujar,2019,7,0,96,0,90,0,0,0,0,1,1,0,27.720739000000002,0,0,1,1,60,40,19,8,8,5,10,0,30.042437,0,0,7,2,66,42,32,8,9,7,9,1,0,0,0,1
Evgeny Donskoy,Pablo Andujar,2019,31,0,28,0,150,0,0,0,0,1,1,0,28.358658000000002,0,0,1,8,106,51,38,27,17,2,6,0,30.042437,0,0,7,0,109,69,49,19,16,5,8,1,0,0,0,1
John Isner,Guido Pella,2019,25,0,28,0,68,0,0,0,0,1,0,0,33.336071000000004,0,0,7,0,47,30,26,14,10,0,0,0,28.336756,0,0,0,1,55,41,25,8,9,3,5,1,0,1,0,0
Joao Sousa,Guido Pella,2019,7,0,28,0,241,0,0,0,0,1,0,0,29.409993,0,0,19,1,177,119,84,33,26,9,13,0,28.336756,0,0,18,5,170,113,78,33,26,10,14,1,0,0,0,1
Joao Sousa,Guido Pella,2019,11,0,28,0,133,0,0,0,0,1,0,0,29.409993,0,0,1,7,90,55,39,15,14,7,10,0,28.336756,0,0,7,4,94,57,43,18,15,7,10,1,0,1,0,0
Peter Gojowczyk,Guido Pella,2019,6,0,28,0,93,0,0,0,0,1,0,0,29.174538000000002,0,0,8,1,68,43,28,12,12,6,11,0,28.336756,0,0,6,8,90,44,29,25,12,5,7,1,0,0,0,1
Leonardo Mayer,Guido Pella,2019,7,0,96,0,100,0,0,0,0,1,0,0,31.266256,0,0,8,10,74,42,34,13,9,10,11,0,28.336756,0,0,4,2,69,47,27,10,9,7,11,1,0,0,0,1
John Isner,Roberto Bautista Agut,2019,7,0,96,0,105,0,0,0,0,1,1,0,33.336071000000004,0,0,3,2,75,49,38,17,12,3,3,0,30.425735999999997,0,0,24,1,82,61,48,12,12,1,1,1,0,0,0,1
Nikoloz Basilashvili,Roberto Bautista Agut,2019,18,0,32,0,132,0,0,0,0,1,1,0,26.565365999999997,0,0,1,3,100,60,40,23,16,5,9,0,30.425735999999997,0,0,19,1,86,52,42,21,15,4,5,1,0,0,0,1
Andy Murray,James Duckworth,2019,31,0,32,0,88,0,0,0,0,1,1,0,30.001369,0,0,8,2,56,34,23,9,9,1,4,0,23.167693,0,0,6,4,66,39,28,16,10,4,5,1,0,0,0,1
Rafael Nadal,James Duckworth,2019,7,0,28,0,135,0,0,0,0,0,1,0,32.232717,0,0,6,2,81,54,40,16,15,1,3,0,23.167693,0,0,12,11,111,62,40,20,16,6,12,1,0,0,0,1
Rafael Nadal,Mischa Zverev,2019,25,0,32,0,80,0,0,0,0,0,0,0,32.232717,0,0,3,4,56,30,20,19,9,1,1,0,30.976044,0,0,5,3,61,39,25,10,9,4,7,1,0,0,0,1
Martin Klizan,Mischa Zverev,2019,25,0,28,0,71,0,0,0,0,0,0,0,29.185489,0,0,5,4,46,25,22,14,9,0,0,0,30.976044,0,0,3,3,58,35,20,12,8,5,8,1,0,1,0,0
Nikoloz Basilashvili,Mischa Zverev,2019,7,0,96,0,66,0,0,0,0,1,0,0,26.565365999999997,0,0,5,3,59,30,21,18,9,2,3,0,30.976044,0,0,6,1,59,42,24,7,8,2,6,1,0,0,0,1
Adrian Mannarino,Denis Istomin,2019,18,0,28,0,78,0,0,0,0,0,1,0,30.121834000000003,0,0,5,0,52,33,26,14,10,0,1,0,32.027378999999996,0,0,5,0,67,49,31,8,10,2,5,1,0,0,0,1
Roger Federer,Denis Istomin,2019,7,0,28,0,117,0,0,0,0,1,1,0,37.051334999999995,0,0,14,2,82,46,38,24,15,0,0,0,32.027378999999996,0,0,4,1,99,69,45,16,14,6,9,1,0,0,0,1
Simone Bolelli,Denis Istomin,2019,31,0,28,0,82,0,0,0,0,1,1,0,30.354552,0,0,3,1,61,43,31,11,10,3,4,0,32.027378999999996,0,0,7,2,54,35,23,12,10,0,3,1,0,0,0,1
Robin Haase,Denis Istomin,2019,25,0,28,0,75,0,0,0,0,1,1,0,31.392196999999996,0,0,8,1,63,34,28,16,10,3,4,0,32.027378999999996,0,0,6,2,56,40,27,5,9,2,5,1,0,1,0,0
Nick Kyrgios,Ryan Harrison,2019,31,0,32,0,128,0,0,0,0,1,1,0,23.334702,0,0,44,3,119,80,63,24,18,1,2,0,26.30527,0,0,27,3,113,77,60,24,18,5,5,1,0,0,0,1
Paolo Lorenzi,Ryan Harrison,2019,11,0,32,0,125,0,0,0,0,1,1,0,36.698152,0,0,4,1,90,60,46,17,15,4,5,0,26.30527,0,0,17,5,95,59,45,18,15,6,8,1,0,0,0,1
Nick Kyrgios,John Isner,2019,25,0,32,0,141,0,0,0,0,1,1,0,23.334702,0,0,25,1,107,72,59,19,18,3,4,0,33.336071000000004,0,0,24,6,106,76,63,16,18,3,4,1,0,0,0,1
Roger Federer,John Isner,2019,7,0,96,0,63,0,0,0,0,1,1,0,37.051334999999995,0,0,9,2,53,39,23,7,9,6,10,0,33.336071000000004,0,0,6,1,35,20,20,12,8,0,0,1,0,0,0,1
Daniel Evans,John Isner,2019,18,0,28,0,92,0,0,0,0,1,1,0,26.959616999999998,0,0,4,0,61,42,37,13,13,0,1,0,33.336071000000004,0,0,16,0,69,45,36,11,13,2,5,1,0,0,0,1
Nick Kyrgios,Rafael Nadal,2019,25,0,32,0,183,0,0,0,0,1,0,0,23.334702,0,0,8,3,105,64,54,26,17,1,1,0,32.232717,0,0,21,6,127,78,64,22,16,9,10,1,0,0,0,1
Novak Djokovic,Rafael Nadal,2019,7,0,28,0,124,0,0,0,0,1,0,0,31.266256,0,0,8,0,69,50,40,16,13,1,1,0,32.232717,0,0,3,2,73,47,24,16,13,3,8,1,0,0,0,1
Nick Kyrgios,Andreas Seppi,2019,25,0,32,0,73,0,0,0,0,1,1,0,23.334702,0,0,13,1,61,41,30,13,10,4,5,0,34.513346999999996,0,0,6,3,55,31,25,9,11,1,5,1,0,0,0,1
Gael Monfils,Andreas Seppi,2019,4,0,28,0,95,0,0,0,0,1,1,0,31.986310999999997,0,0,11,3,75,45,35,17,13,2,4,0,34.513346999999996,0,0,0,0,79,43,25,19,13,6,11,1,0,0,0,1
Daniel Evans,Andreas Seppi,2019,18,0,28,0,87,0,0,0,0,1,1,0,26.959616999999998,0,0,6,1,61,37,22,14,10,1,4,0,34.513346999999996,0,0,3,3,65,44,32,12,10,2,3,1,0,0,0,1
Peter Gojowczyk,Andreas Seppi,2019,25,0,28,0,90,0,0,0,0,1,1,0,29.174538000000002,0,0,1,4,70,41,28,14,11,2,5,0,34.513346999999996,0,0,5,3,75,39,26,15,11,6,11,1,0,1,0,0
Roger Federer,Daniel Evans,2019,7,0,28,0,155,0,0,0,0,1,1,0,37.051334999999995,0,0,11,1,99,62,52,24,17,2,3,0,26.959616999999998,0,0,4,0,115,70,51,21,16,3,5,1,0,0,0,1
Roger Federer,Fernando Verdasco,2019,18,0,32,0,94,0,0,0,0,1,0,0,37.051334999999995,0,0,3,4,70,46,38,11,13,2,4,0,34.781656,0,0,10,2,78,55,43,15,14,2,3,1,0,0,0,1
Marin Cilic,Fernando Verdasco,2019,7,0,28,0,258,0,0,0,0,1,0,0,29.94935,0,0,8,5,153,89,73,33,24,6,9,0,34.781656,0,0,27,5,165,113,77,28,23,15,19,1,0,0,0,1
Matthias Bachinger,Fernando Verdasco,2019,18,0,32,0,76,0,0,0,0,1,0,0,26.017796,0,0,6,3,58,38,27,6,9,3,6,0,34.781656,0,0,6,1,60,37,30,12,10,8,9,1,0,1,0,0
Roger Federer,Kevin Anderson,2019,7,0,96,0,85,0,0,0,0,1,1,0,37.051334999999995,0,0,4,4,75,42,25,11,8,8,13,0,32.276523,0,0,3,2,42,25,20,9,8,0,1,1,0,0,0,1
Gael Monfils,Leonardo Mayer,2019,25,0,28,0,119,0,0,0,0,1,1,0,31.986310999999997,0,0,5,4,83,58,41,13,14,3,6,0,31.266256,0,0,2,8,91,49,37,17,14,4,8,1,0,1,0,0
Federico Delbonis,Leonardo Mayer,2019,14,0,128,0,148,0,0,0,0,0,1,0,27.797399,0,0,6,5,93,52,36,21,15,4,9,0,31.266256,0,0,3,6,106,64,41,25,16,3,6,1,0,0,0,1
Guido Pella,Leonardo Mayer,2019,11,0,28,0,131,0,0,0,0,0,1,0,28.336756,0,0,10,3,95,67,53,12,15,2,4,0,31.266256,0,0,5,3,93,69,46,12,14,4,7,1,0,0,0,1
Fabio Fognini,Leonardo Mayer,2019,7,0,28,0,143,0,0,0,0,1,1,0,31.318275,0,0,5,3,102,71,59,18,17,1,2,0,31.266256,0,0,13,2,104,60,46,22,16,3,5,1,0,0,0,1
Gael Monfils,Damir Dzumhur,2019,7,0,28,0,85,0,0,0,0,1,1,0,31.986310999999997,0,0,10,3,75,45,34,17,11,4,5,0,26.327173,0,0,2,4,70,43,18,10,11,10,18,1,0,0,0,1
Gael Monfils,Damir Dzumhur,2019,4,0,28,0,69,0,0,0,0,1,1,0,31.986310999999997,0,0,4,3,60,36,24,14,8,3,4,0,26.327173,0,0,0,1,48,31,13,8,7,3,8,1,0,0,0,1
Peter Gojowczyk,Damir Dzumhur,2019,18,0,32,0,79,0,0,0,0,1,1,0,29.174538000000002,0,0,2,4,70,41,29,15,9,6,7,0,26.327173,0,0,2,2,75,52,29,10,9,13,17,1,0,1,0,0
Gael Monfils,Marin Cilic,2019,18,0,32,0,105,0,0,0,0,1,1,0,31.986310999999997,0,0,1,1,87,54,36,12,13,8,13,0,29.94935,0,0,7,1,62,36,29,16,12,0,1,1,0,0,0,1
Roberto Bautista Agut,Marin Cilic,2019,7,0,28,0,238,0,0,0,0,1,1,0,30.425735999999997,0,0,10,3,154,106,74,33,25,3,5,0,29.94935,0,0,17,6,167,102,77,28,24,8,13,1,0,0,0,1
Gael Monfils,Viktor Troicki,2019,4,0,28,0,59,0,0,0,0,1,1,0,31.986310999999997,0,0,9,8,61,31,26,18,10,4,4,0,32.33128,0,0,8,2,48,29,21,10,9,0,2,1,0,0,0,1
Gael Monfils,Marcos Baghdatis,2019,18,0,32,0,65,0,0,0,0,1,1,0,31.986310999999997,0,0,6,2,56,37,28,9,9,6,7,0,33.193703,0,0,1,0,44,22,16,9,8,2,6,1,0,0,0,1
Grigor Dimitrov,Janko Tipsarevic,2019,7,0,28,0,153,0,0,0,0,1,1,0,27.282683000000002,0,0,18,8,112,69,59,18,18,3,4,0,33.163587,0,0,6,4,121,70,48,22,18,10,15,1,0,0,0,1
Roberto Bautista Agut,Janko Tipsarevic,2019,7,0,96,0,119,0,0,0,0,1,1,0,30.425735999999997,0,0,2,2,61,34,25,17,11,0,2,0,33.163587,0,0,2,3,93,58,33,18,11,11,14,1,0,0,0,1
Grigor Dimitrov,Feliciano Lopez,2019,7,0,96,0,60,0,0,0,0,1,0,0,27.282683000000002,0,0,5,0,41,27,23,10,8,0,0,0,36.837782000000004,0,0,4,2,50,26,16,10,8,8,12,1,0,0,0,1
Denis Istomin,Feliciano Lopez,2019,18,0,28,0,99,0,0,0,0,1,0,0,32.027378999999996,0,0,5,1,67,40,32,14,10,1,2,0,36.837782000000004,0,0,11,2,70,35,25,16,10,2,5,1,0,0,0,1
Roberto Bautista Agut,Andy Murray,2019,7,0,28,0,249,0,0,0,0,1,1,0,30.425735999999997,0,0,7,0,147,107,89,24,26,4,5,0,30.001369,0,0,19,2,156,93,74,31,26,5,10,1,0,0,0,1
Guido Pella,Paolo Lorenzi,2019,14,0,128,0,73,0,0,0,0,0,1,0,28.336756,0,0,1,2,53,28,15,10,8,4,9,0,36.698152,0,0,1,0,38,23,17,11,8,0,1,1,0,0,0,1
Daniel Evans,Paolo Lorenzi,2019,7,0,28,0,87,0,0,0,0,1,1,0,26.959616999999998,0,0,3,1,46,30,24,10,9,0,1,0,36.698152,0,0,7,1,68,40,27,9,9,5,9,1,0,0,0,1
Alessandro Giannessi,Paolo Lorenzi,2019,14,0,128,0,194,0,0,0,0,0,1,0,27.132101000000002,0,0,9,4,120,70,49,24,17,6,10,0,36.698152,0,0,3,1,120,88,56,21,17,7,10,1,0,0,0,1
Steve Johnson,Paolo Lorenzi,2019,18,0,28,0,117,0,0,0,0,1,1,0,28.673510999999998,0,0,7,2,69,36,31,22,12,2,2,0,36.698152,0,0,5,5,80,44,28,23,12,4,6,1,0,0,0,1
Dusan Lajovic,Kei Nishikori,2019,7,0,96,0,115,0,0,0,0,1,1,0,28.158795,0,0,1,2,75,45,26,19,12,3,6,0,28.717316999999998,0,0,3,1,82,50,30,16,13,4,9,1,0,0,0,1
Novak Djokovic,Kei Nishikori,2019,7,0,28,0,52,0,0,0,0,1,1,0,31.266256,0,0,2,1,29,20,17,8,6,0,0,0,28.717316999999998,0,0,0,3,47,33,16,5,6,0,4,1,0,0,0,1
Paolo Lorenzi,Tim Smyczek,2019,18,0,28,0,90,0,0,0,0,1,1,0,36.698152,0,0,7,4,69,37,27,15,10,3,5,0,30.581792999999998,0,0,2,2,68,38,30,20,11,1,1,1,0,0,0,1
Daniel Evans,Tatsuma Ito,2019,7,0,28,0,155,0,0,0,0,1,1,0,26.959616999999998,0,0,9,2,99,62,49,22,15,2,2,0,26.806296999999997,0,0,5,8,100,48,38,25,16,4,8,1,0,0,0,1
Daniel Evans,Tatsuma Ito,2019,7,0,96,0,77,0,0,0,0,1,1,0,26.959616999999998,0,0,3,2,65,34,20,14,10,4,9,0,26.806296999999997,0,0,4,1,52,33,24,13,9,2,3,1,0,0,0,1
Daniel Evans,Rogerio Dutra Silva,2019,7,0,28,0,57,0,0,0,0,1,1,0,26.959616999999998,0,0,5,0,47,39,30,6,9,0,0,0,33.94935,0,0,5,2,41,31,19,6,8,1,4,1,0,0,0,1
Daniel Evans,Donald Young,2019,18,0,28,0,82,0,0,0,0,1,0,0,26.959616999999998,0,0,1,1,55,29,17,19,10,1,4,0,28.577687,0,0,1,3,67,42,32,16,10,6,7,1,0,0,0,1
Novak Djokovic,Federico Delbonis,2019,7,0,96,0,120,0,0,0,0,1,0,0,31.266256,0,0,3,3,77,53,41,12,15,1,4,0,27.797399,0,0,8,5,84,54,36,12,14,7,12,1,0,0,0,1
John Millman,Federico Delbonis,2019,7,0,28,0,157,0,0,0,0,1,0,0,29.201915999999997,0,0,11,3,115,80,65,15,19,8,11,0,27.797399,0,0,6,2,119,72,46,26,19,4,9,1,0,0,0,1
Novak Djokovic,Lucas Pouille,2019,7,0,28,0,83,0,0,0,0,1,1,0,31.266256,0,0,6,0,53,38,32,13,11,0,0,0,24.544832,0,0,4,3,74,40,27,9,11,5,12,1,0,0,0,1
Marcos Baghdatis,Lucas Pouille,2019,4,0,28,0,160,0,0,0,0,1,1,0,33.193703,0,0,9,7,128,85,54,19,17,7,12,0,24.544832,0,0,12,7,115,60,46,25,17,7,11,1,0,1,0,0
John Millman,Marcel Granollers,2019,25,0,32,0,85,0,0,0,0,1,1,0,29.201915999999997,0,0,0,4,52,32,22,6,9,4,8,0,31.071869,0,0,3,1,55,32,25,12,10,2,4,1,0,0,0,1
Marius Copil,Marcel Granollers,2019,7,0,28,0,105,0,0,0,0,1,1,0,27.86037,0,0,11,3,88,53,47,15,15,4,5,0,31.071869,0,0,10,3,76,45,34,13,14,0,4,1,0,0,0,1
Benoit Paire,Simone Bolelli,2019,18,0,32,0,82,0,0,0,0,1,1,0,29.341547,0,0,1,1,63,46,28,10,11,2,5,0,30.354552,0,0,12,4,65,31,27,18,11,1,3,1,0,1,0,0
Tatsuma Ito,Simone Bolelli,2019,7,0,28,0,120,0,0,0,0,1,1,0,26.806296999999997,0,0,9,5,85,56,39,15,14,6,8,0,30.354552,0,0,7,2,83,66,39,12,13,0,3,1,0,0,0,1
Ernests Gulbis,Sergiy Stakhovsky,2019,4,0,28,0,79,0,0,0,0,1,1,0,27.824778000000002,0,0,5,1,55,32,25,10,9,0,2,0,31.775496,0,0,6,2,55,34,26,14,10,0,0,1,0,0,0,1
Daniel Brands,Sergiy Stakhovsky,2019,4,0,28,0,89,0,0,0,0,1,1,0,26.666666999999997,0,0,13,2,80,52,37,11,11,4,8,0,31.775496,0,0,8,4,78,43,31,19,11,3,6,1,0,0,0,1
Daniel Brands,Nikoloz Basilashvili,2019,4,0,28,0,92,0,0,0,0,1,1,0,26.666666999999997,0,0,7,10,88,48,37,17,12,5,8,0,26.565365999999997,0,0,11,4,76,52,36,15,12,4,6,1,0,0,0,1
Malek Jaziri,Carlos Berlocq,2019,14,0,128,0,168,0,0,0,0,1,1,0,34.562628000000004,0,0,2,2,109,68,37,21,16,3,9,0,34.546201,0,0,2,6,105,48,30,28,15,2,7,1,0,0,0,1
Dustin Brown,Carlos Berlocq,2019,7,0,28,0,112,0,0,0,0,1,1,0,32.605065,0,0,5,6,82,46,42,11,14,5,7,0,34.546201,0,0,3,6,94,61,39,18,14,8,12,1,0,0,0,1
Santiago Giraldo,James Ward,2019,20,0,96,0,88,0,0,0,0,1,1,0,29.6564,0,0,2,0,66,45,33,13,10,3,3,0,27.980835,0,0,5,0,60,33,24,15,10,3,5,1,0,0,0,1
Lukas Rosol,Thomaz Bellucci,2019,7,0,28,0,112,0,0,0,0,1,0,0,31.233402,0,0,9,0,93,61,39,20,14,6,8,0,29.585216,0,0,7,2,78,55,40,12,13,4,6,1,0,0,0,1
Martin Klizan,Daniel Brands,2019,4,0,28,0,99,0,0,0,0,0,1,0,29.185489,0,0,5,2,78,51,33,13,11,4,6,0,26.666666999999997,0,0,6,3,71,47,35,13,11,1,2,1,0,0,0,1
Alessandro Giannessi,Joao Souza,2019,25,0,32,0,94,0,0,0,0,0,1,0,27.132101000000002,0,0,4,1,61,47,35,11,10,0,0,0,26.992471000000002,0,0,8,2,70,53,38,7,11,2,4,1,0,0,0,1
Sergiy Stakhovsky,Kenny De Schepper,2019,7,0,28,0,107,0,0,0,0,1,0,0,31.775496,0,0,4,3,93,70,46,12,14,8,11,0,27.644078999999998,0,0,6,3,83,58,36,13,14,6,11,1,0,0,0,1
